7/14/2025,UMAC,Unusual Machines Announces Pricing of $48.5 Million Registered Direct Offering of Common Stock
7/11/2025,CVM,CEL-SCI Announces Pricing of $5.7 Million Offering Priced At-the-Market Under NYSE American Rules
7/11/2025,MIST,Milestone Pharmaceuticals Announces Proposed Public Offering
7/10/2025,EDR,Endeavour Silver Announces At-the-Market Offering of up to US$60 Million
7/10/2025,NVVE,Nuvve Holding Corp. Announces Proposed Public Offering of Common Stock
7/10/2025,CIVB,"Civista Bancshares, Inc. Announces Agreement to Acquire The Farmers Savings Bank; Launches Public Offering of Common Shares"
7/10/2025,ICU,SeaStar Medical Announces $4 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
7/10/2025,SLNO,Soleno Therapeutics Announces Proposed $200 Million Public Offering of Common Stock
7/9/2025,RYTM,"Rhythm Pharmaceuticals, Inc. Announces Proposed Public Offering of Common Stock"
7/8/2025,EVTL,Vertical Aerospace Announces Launch of Proposed Underwritten Public Offering
7/8/2025,COGT,Cogent Biosciences Announces Proposed $150 Million Public Offering of Common Stock
7/7/2025,GAME,"GameSquare Holdings, Inc. Announces Proposed Public Offering of Common Stock"
7/7/2025,BORR,Borr Drilling Announces First Settlement of the Offering of Common Shares
7/7/2025,IONQ,IonQ Announces Pricing of $1.0 Billion Equity Offering
7/3/2025,NCPL,Netcapital Announces Up To $9.9 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
7/3/2025,STFS,STFS Announces Pricing of $8 Million Public Offering of Class A Ordinary Shares
7/2/2025,BORR,Borr Drilling Announces Public Offering of Common Shares
7/2/2025,INO,INOVIO Announces Proposed Public Offering
7/1/2025,AVBP,ArriVent Announces Proposed $75 Million Public Offering of Common Stock and Pre-Funded Warrants
7/1/2025,CLRB,Cellectar Biosciences Announces Pricing of $6 Million Underwritten Public Offering
7/1/2025,SONM,Sonim Technologies Announces Pricing of $5.55 Million Public Offering
7/1/2025,RAY,Raytech Holding Limited Announces Pricing of $5.197 Million Public Offering of its Ordinary Shares
6/30/2025,DYN,Dyne Therapeutics Announces Proposed Public Offering of Common Stock
6/30/2025,NKTR,Nektar Therapeutics Announces Proposed Public Offering
6/30/2025,MNTS,Momentus Announces $4 Million Offering Priced At-The-Market Under Nasdaq Rules
6/30/2025,VERI,Veritone Announces Equity Offering of $10 Million Backed by CEO
6/30/2025,OST,"Ostin Technology Group Co., Ltd. Announces $5 Million Registered Direct Offering"
6/30/2025,GRRR,Gorilla Announces $105 Million Registered Direct Offering of Common Stock
6/27/2025,ASTI,"Ascent Solar Technologies, Inc. Announces Pricing of $2.0 Million Public Offering"
6/27/2025,INMB,"INmune Bio, Inc. Announces Approximately $19 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules"
6/27/2025,BBLG,Bone Biologics Announces Pricing of $5.0 Million Public Offering
6/27/2025,CYN,Cyngn Inc. Announces $17.2 Million Registered Direct Offering
6/27/2025,OTRK,Ontrak Health Announces Pricing of $4 Million Public Offering
6/26/2025,PMNT,Perfect Moment Ltd. Announces Proposed Public Offering of Common Stock
6/26/2025,ACHV,Achieve Life Sciences Announces Proposed Underwritten Public Offering
6/26/2025,CRMD,CorMedix Inc. Announces Proposed Public Offering of Common Stock
6/26/2025,CYN,Cyngn Inc. Announces $15 Million Registered Direct Offering
6/26/2025,GVH,Globavend Holdings Limited Announces Pricing of $15 Million Public Offering
6/25/2025,RVPH,"Reviva Pharmaceuticals Holdings, Inc. Announces Proposed Public Offering"
6/25/2025,KYMR,Kymera Therapeutics Announces Proposed Public Offering
6/25/2025,BTBT,"Bit Digital, Inc. Announces Commencement of Public Offering of its Ordinary Shares"
6/25/2025,KTOS,"Kratos Defense & Security Solutions, Inc. Announces Proposed Public Offering Of Common Stock"
6/25/2025,SRFM,Surf Air Mobility Announces $27 Million Registered Direct Offering of Common Stock
6/25/2025,LFWD,Lifeward Announces Pricing of $2.6 Million Public Oﬀering
6/25/2025,RBNE,Robin Energy Ltd. Announces Pricing of $3.6 Million Registered Direct Offering
6/24/2025,QXO,QXO Announces Common Stock Offering
6/24/2025,SITM,SiTime Corporation Announces Launch of Follow-on Public Offering
6/24/2025,ALLT,Allot Announces Launch of Underwritten Public Offering of Ordinary Shares
6/24/2025,FBRX,Forte Biosciences Announces Proposed Public Offering
6/24/2025,NLST,Netlist Announces $12.0 Million Registered Direct Offering
6/24/2025,HUSA,Houston American Energy Corp. Announces $1.2 Million Registered Direct Offering
6/24/2025,CADL,Candel Therapeutics Announces $15 million Registered Direct Offering of Common Stock
6/23/2025,CDTX,Cidara Announces Proposed Public Offering of Common Stock
6/23/2025,TCRT,Alaunos Therapeutics Announces $2.0 Million Registered Direct Offering
6/20/2025,ICU,SeaStar Medical Announces Pricing of Up to $8 Million Public Offering
6/20/2025,QMMM,QMMM Announces Pricing of $8 Million Public Offering of Ordinary Shares
6/20/2025,MBRX,Moleculin Announces $5.9 Million Public Offering
6/20/2025,RBNE,Robin Energy Ltd. Announces Pricing of $4.0 Million Registered Direct Offering
6/20/2025,LGCL,Lucas GC Limited Announces Pricing of Follow-On Offering
6/18/2025,APVO,Aptevo Therapeutics Announces $8 Million Offering Priced At-the-Market Under Nasdaq Rules
6/18/2025,RBNE,Robin Energy Ltd. Announces Pricing of $4.5 Million Registered Direct Offering
6/18/2025,HUSA,Houston American Energy Corp. Announces $2.37 Million Registered Direct Offering
6/17/2025,BMEA,Biomea Fusion Announces Proposed Public Offering of Securities
6/17/2025,PCSA,Processa Pharmaceuticals Announces Pricing of $7 Million Public Offering
6/17/2025,RCAT,Red Cat Holdings Announces $46.75 Million Registered Direct Offering of Common Stock
6/17/2025,SDST,Stardust Power Inc. Announces Pricing of $4.3 Million Underwritten Public Offering
6/17/2025,ADIL,Adial Pharmaceuticals Announces Pricing of $3.6 Million Public Offering
6/16/2025,RDW,"Redwire Announces Offering of $200,000,000 of Common Stock"
6/16/2025,RBNE,Robin Energy Ltd. Announces Pricing of $5.1 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
6/13/2025,CHSN,Chanson International Holding Announces Pricing of $8 Million Public Offering
6/13/2025,ELVN,Enliven Therapeutics Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
6/12/2025,CTM,Castellum Announces Pricing of $5.0 Million Public Offering of Common Stock and Warrants
6/11/2025,HYMC,Hycroft Announces Public Offering of Units
6/11/2025,INTS,"Intensity Therapeutics, Inc. Announces Proposed Public Offering of Common Stock"
6/11/2025,OKLO,Oklo Inc. Announces Proposed Public Offering of Common Stock
6/11/2025,INSM,Insmed Announces Proposed $650 Million Public Offering of Common Stock
6/11/2025,HPP,Hudson Pacific Properties Announces Commencement of Public Offering
6/11/2025,DPRO,Draganfly Announces Pricing of US$13.75 Million Public Offering
6/11/2025,TPST,Tempest Announces $4.6 Million Registered Direct Offering of Common Stock
6/11/2025,CABA,Cabaletta Bio Announces Proposed Public Offering of Securities
6/10/2025,BRO,"Brown & Brown, Inc. announces pricing of $4 billion offering of common stock"
6/10/2025,AMSC,AMSC Announces Proposed Public Offering of Common Stock
6/10/2025,ADUR,Aduro Clean Technologies Announces Pricing of US$8 Million Underwritten Public Offering
6/10/2025,CTXR,Citius Pharmaceuticals Announces a Registered Direct Offering of Up To $15.8 Million Priced At-The-Market Under Nasdaq Rules
6/9/2025,AIRS,AirSculpt Announces Public Offering of Common Stock
6/9/2025,ONDS,Ondas Holdings Inc. Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
6/9/2025,NUWE,Nuwellis Announces Pricing of $4.3 Million Underwritten Public Offering
6/9/2025,RSLS,ReShape Lifesciences® Announces Pricing of $2.6 Million Public Offering
6/6/2025,VERO,Venus Concept Announces Up To $3.45 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
6/6/2025,AYTU,Aytu BioPharma Announces At the Market Pricing of $14.4 Million Upsized Public Offering of Common Stock
6/4/2025,CBUS,"Cibus, Inc. Announces Proposed Public Offering"
6/3/2025,MRUS,Merus N.V. Announces Proposed Public Offering of Common Shares
6/3/2025,OBT,"Orange County Bancorp, Inc. Launches Public Offering of Common Stock"
6/2/2025,TRVI,Trevi Therapeutics Announces Proposed Public Offering of Common Stock
6/2/2025,ASPI,ASP Isotopes Inc. Announces Pricing of $50 Million Underwritten Registered Direct Offering of Common Stock
6/2/2025,FLYE,"Fly-E Group, Inc. Announces Pricing of $6.94 Million Public Offering"
6/2/2025,XLO,Xilio Therapeutics Announces Proposed Public Offering
5/30/2025,SLE,"Super League Enterprise, Inc. Announces Registered Direct Offering"
5/30/2025,CLGN,COLLPLANT BIOTECHNOLOGIES ANNOUNCES $3.6 MILLION REGISTERED DIRECT OFFERING PRICED AT-THE-MARKET UNDER NASDAQ RULES
5/29/2025,SLE,"Super League Enterprise, Inc. Announces Pricing of Underwritten Public Offering"
5/29/2025,REVB,"Revelation Biosciences, Inc. Announces Pricing of $4 Million Public Offering"
5/29/2025,EOSE,"Eos Energy Enterprises, Inc. Announces Proposed Offering of Common Stock"
5/28/2025,IMUX,"Immunic, Inc. Announces Proposed Public Offering"
5/28/2025,TSHA,Taysha Gene Therapies Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
5/28/2025,JFBR,Jeffs' Brands Announces Pricing of approx. $581 Thousand Registered Direct Offering
5/28/2025,CETX,"Cemtrex, Inc. Announces Pricing of $1.25 Million Underwritten Public Offering"
5/27/2025,GLXY,Galaxy Digital Inc. Announces Public Offering of Common Stock
5/27/2025,GDS,GDS Announces Launch of Proposed Public Offering of ADSs
5/27/2025,CNP,CenterPoint Energy Announces Public Offering of Common Stock With a Forward Component
5/23/2025,LSBK,"Lake Shore Bancorp, Inc. Announces Commencement of Stock Offering"
5/23/2025,PCLA,PicoCELA Inc. Announces Pricing of Public Offering
5/22/2025,GYRE,Gyre Therapeutics Announces Proposed Underwritten Public Offering of Common Stock
5/22/2025,OTLK,Outlook Therapeutics® Announces Proposed Public Offering of Common Stock and Warrants
5/22/2025,JAGX,Jaguar Health Announces $1.5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
5/21/2025,SOC,Sable Offshore Corp. Announces Proposed Public Offering of Common Stock
5/21/2025,ESLT,"Elbit Systems Announces Underwritten Public Offering of 1,365,450 Shares"
5/21/2025,CVM,CEL-SCI Announces Proposed Public Offering
5/21/2025,SOC,Sable Offshore Corp. Announces Proposed Public Offering of Common Stock
5/21/2025,NRXS,NeurAxis Announces $5.0 Million Registered Direct Offering
5/20/2025,GRDN,Guardian Pharmacy Services Announces Launch of Underwritten Public Offering of Class A Common Stock
5/20/2025,TTWO,"Take-Two Interactive Software, Inc. Announces Proposed Public Offering of Common Stock"
5/20/2025,SBET,SharpLink Gaming Announces Pricing of $4.5 Million Public Offering Priced At-The-Market Under Nasdaq Rules
5/19/2025,RHP,"Ryman Hospitality Properties, Inc. Announces Offering of 2,300,000 Shares of Common Stock"
5/15/2025,GCTS,GCT Semiconductor Announces $11 Million Registered Direct Offering
5/15/2025,SILO,Silo Pharma Announces Pricing of $2 Million Public Offering
5/15/2025,AURA,Aura Biosciences Announces Proposed Public Offering of Common Stock and Warrants
5/13/2025,TXO,"TXO Partners, L.P. Announces Commencement of Underwritten Public Offering"
5/13/2025,CNSP,CNS Pharmaceuticals Announces Pricing of $5 Million Public Offering Priced At-The-Market Under Nasdaq Rules
5/13/2025,WAY,Waystar Announces Proposed Public Offering of Common Stock
5/13/2025,ITP,IT TECH PACKAGING ANNOUNCES PRICING OF $1.4 MILLION PUBLIC OFFERING
5/13/2025,BNRG,Brenmiller Energy Ltd. Announces Pricing of $1.5 Million Public Offering
5/12/2025,AEE,Ameren Announces Public Offering of Common Stock with a Forward Component
5/12/2025,CTMX,CytomX Therapeutics Announces Pricing of $100 Million Underwritten Offering of Common Stock
5/9/2025,SLE,"Super League Enterprise, Inc. Announces Pricing of Underwritten Public Offering"
5/8/2025,OGS,"ONE Gas, Inc. Announces Public Offering of 2,500,000 Shares of Common Stock"
5/8/2025,VEEE,Twin Vee PowerCats Announces Proposed Public Offering of Common Stock
5/8/2025,IDA,"IDACORP, Inc. Announces Public Offering of $450 Million of Shares of Common Stock"
5/7/2025,XGN,Exagen Inc. Announces Proposed Public Offering of Common Stock
5/7/2025,TOVX,Theriva Biologics Announces Pricing of $7.5 Million Public Offering
5/7/2025,PTN,Palatin Technologies Announces Pricing of up to $23 Million Public Offering
5/6/2025,NG,NOVAGOLD Announces Proposed Public Offering of Common Shares
5/6/2025,AUID,"authID Announces Pricing of Approximately $2,100,000 Million Registered Direct Offering"
5/6/2025,KTTA,Pasithea Therapeutics Announces Pricing of $5 Million Public Offering
5/5/2025,LAES,SEALSQ Announces Pricing of $20.0 Million Registered Direct Offering
5/5/2025,UMAC,"Unusual Machines, Inc. Announces Pricing of $40.0 Million Confidentially Marketed Public Offering of Common Stock"
5/5/2025,NXL,Nexalin Technology Announces Pricing of $5.0 Million Public Offering of Common Stock
5/2/2025,PAPL,Pineapple Financial Inc. (PAPL) Announces Pricing of $1.5 Million Public Offering
5/1/2025,DPRO,Draganfly Announces Proposed Public Offering of Common Shares & Warrants
4/29/2025,ITRM,Iterum Therapeutics Announces $5 Million Registered Direct Offering of Ordinary Shares
4/25/2025,LEXX,Lexaria Announces $2 Million Registered Direct Offering of Common Stock
4/25/2025,INTS,"Intensity Therapeutics, Inc. Announces $2.35 Million Public Offering"
4/24/2025,BCTX,BriaCell Therapeutics Announces Pricing of $13.8 million Public Offering
4/23/2025,ADC,Agree Realty Announces Common Stock Offering
4/21/2025,APVO,Aptevo Therapeutics $2.0 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
4/17/2025,CWD,Caliber Announces Pricing of the Public Offering Units
4/17/2025,NB,NioCorp Announces Pricing of $20.0 Million Underwritten Public Offering of Common Shares
4/16/2025,QXO,QXO Announces Common Stock Offering
4/16/2025,KC,Kingsoft Cloud Announces Pricing of Public Equity Offering
4/15/2025,OST,Ostin Technology Group Announces Pricing of $5.0 million Registered Direct Offering
4/14/2025,CUE,Cue Biopharma Announces Proposed Public Offering
4/14/2025,MRX,Marex Group plc Announces Launch of a Public Offering
4/14/2025,CANF,Can-Fite Announces $3.0 Million Registered Direct Offering of American Depositary Shares
4/11/2025,VERO,Venus Concept Announces $1.5 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules
4/10/2025,RCAT,Red Cat Holdings Announces $30 Million Registered Direct Offering of Common Stock
4/9/2025,VERO,Venus Concept Announces $1.1 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules
4/9/2025,LUCD,Lucid Diagnostics Announces Proposed Public Offering of Common Stock
4/9/2025,IMUX,"Immunic, Inc. Announces Pricing of $5.1 Million Registered Direct Offering, Led by Aberdeen Investments"
4/4/2025,MOBX,Mobix Labs Announces $4.0 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
4/3/2025,NMTC,NeuroOne Medical Technologies Corporation Announces Proposed Public Offering of Common Stock
4/2/2025,SBFM,Sunshine Biopharma Inc. Announces $2.46 Million Registered Direct Offering Priced at the Market Under Nasdaq Rules
4/2/2025,EWTX,Edgewise Therapeutics Announces Pricing of $200 Million Underwritten Offering of Common Stock
4/1/2025,GRI,GRI Bio Announces Pricing of $5.0 Million Public Offering
4/1/2025,CTXR,Citius Pharmaceuticals Announces $2 Million Registered Direct Offering of Common Stock
3/31/2025,SYNX,Silynxcom Ltd. Announces Proposed Public Offering of Ordinary Shares
3/31/2025,EE,Excelerate Energy Announces Proposed Public Offering of Class A Common Stock
3/31/2025,AUID,"authID Announces Pricing of Approximately $8,150,000 Million Registered Direct Offering"
3/31/2025,SRFM,Surf Air Mobility Announces $5 Million Registered Direct Offering of Common Stock
3/31/2025,ENSC,"Ensysce Biosciences, Inc. Announces $1.1 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules"
3/31/2025,LPLA,LPL Financial Announces Proposed $1.5 Billion Common Stock Offering
3/28/2025,KSCP,Knightscope Announces $1.7 Million Registered Direct Offering of Common Stock
3/27/2025,XTIA,XTI Aerospace Announces Proposed Public Offering
3/27/2025,ECX,"ECARX Holdings Inc. Announces Proposed Offering of 25,000,000 Class A Ordinary Shares"
3/27/2025,NIO,NIO Inc. Announces Proposed Offering of New Shares
3/26/2025,VNRX,VolitionRx Announces Pricing of up to $2.3 Million Registered Direct Offering
3/26/2025,ICG,Intchains Group Limited Announces Entry into Agreement for Registered Direct Offering of its ADSs and Warrants
3/25/2025,GWRS,Global Water Announces Proposed Public Offering of Common Stock
3/25/2025,HUMA,"Humacyte, Inc. Announces Proposed Public Offering of Common Stock"
3/25/2025,GNLX,Genelux Corporation Announces Pricing of $10.5 Million Underwritten Offering of Common Stock
3/25/2025,IVP,Inspire Veterinary Partners Announces up to $6.0 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
3/25/2025,BNTC,Benitec Biopharma Inc. Announces Pricing of $30 Million Common Stock Offering
3/24/2025,AEP,AEP Announces Public Offering of Common Stock with a Forward Component
3/24/2025,PROP,Prairie Operating Co. Announces Public Offering of Common Stock
3/24/2025,WLGS,Wang & Lee Group Announces Pricing of $12.0 Million Registered Direct Offering
3/23/2025,RNAZ,"TransCode Therapeutics, Inc. Announces Registered Direct Offering Priced At-the-Market Under Nasdaq Rules"
3/21/2025,ELAB,PMGC Holdings Inc. Announces $1.48 Million Registered Direct Offering Priced At-The Market Under Nasdaq Rules
3/21/2025,OCG,"Outcrop Silver Announces Upsize of Public Offering to $6.5 Million, Led by Investment from Eric Sprott"
3/21/2025,OCG,"Outcrop Silver Announces $5 Million Public Offering of Units, Led by Investment from Eric Sprott"
3/20/2025,DC,Dakota Gold Announces Offering of Common Stock
3/19/2025,AKBA,Akebia Therapeutics Announces Proposed Public Offering of Common Stock
3/18/2025,REE,REE Automotive Announces Pricing of $27 Million Registered Direct Offering of Ordinary Shares
3/17/2025,ETR,Entergy Corporation announces public offering of common stock with a forward component
3/14/2025,CTM,Castellum Announces Proposed Public Offering of Common Stock and Warrants
3/13/2025,DWTX,"Dogwood Therapeutics, Inc. Announces Pricing of $4.8 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules"
3/12/2025,TARS,Tarsus Announces Proposed $100.0 Million Public Offering
3/11/2025,RKLB,Rocket Lab Announces “At The Market” (ATM) Equity Offering Program
3/11/2025,FTHM,Fathom Announces $3.0 Million Registered Direct Offering
3/10/2025,MLYS,Mineralys Therapeutics Announces Proposed Public Offering of Common Stock
3/7/2025,CDZI,Cadiz Inc. Announces $20 Million Registered Direct Offering
3/7/2025,ACXP,"Acurx Pharmaceuticals, Inc. Announces $1.1 Million Registered Direct Offering"
3/4/2025,ED,CON EDISON ANNOUNCES PUBLIC OFFERING OF COMMON SHARES
3/4/2025,LUCD,Lucid Diagnostics Announces $15.3 Million Registered Direct Offering
3/3/2025,ZTEK,Zentek Announces US$30 Million At-The-Market Offering in the United States
3/3/2025,TNYA,Tenaya Therapeutics Announces Proposed Public Offering
3/3/2025,BTAI,BioXcel Therapeutics Announces $14 Million Registered Direct Offering
3/2/2025,AGMH,AGM Group Holdings Inc. Announces Pricing of $5.4 Million Public Offering
2/27/2025,SUNE,SUNation Energy Announces $20 Million Registered Direct Offering Priced at the Market Under Nasdaq Rules
2/27/2025,PDSB,PDS Biotech Announces up to $22 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
2/26/2025,IONQ,IonQ Announces At-the-Market Equity Offering Program for up to $500 Million
2/20/2025,MBBC,"Marathon Bancorp, Inc. Announces Commencement of Stock Offering"
2/20/2025,POCI,Precision Optics Announces Pricing of $5.1 Million Offering of Common Stock to Fund Business Expansion
2/19/2025,INBS,Intelligent Bio Solutions Inc. Announces Proposed Public Offering of Common Stock
2/19/2025,POAI,Predictive Oncology Announces Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
2/19/2025,DEC,Diversified Energy Announces Proposed Offering of Ordinary Shares
2/18/2025,ISO,IsoEnergy Ltd. Announces Filing of Prospectus Supplement for Upsized Prospectus Offering of Common Shares
2/18/2025,WAY,Waystar Announces Proposed Public Offering of Common Stock
2/18/2025,LGMK,"LogicMark, Inc. Announces Pricing of $14.4 Million Public Offering and Plan to Hold Special Stockholder Meeting on March 24, 2025"
2/18/2025,PTPI,Petros Pharmaceuticals Announces Pricing of $9.6 Million Public Offering of Common Stock and Warrants
2/18/2025,RCUS,"Arcus Biosciences, Inc. Announces Underwritten Offering of Common Stock"
2/15/2025,RSLS,ReShape Lifesciences® Announces Pricing of Upsized $6.0 Million Public Offering
2/13/2025,DBGI,DBGI Announces Pricing of $7.5 Million Public Offering of Units of Common Stock and/or Pre-Funded Warrants and Warrants
2/13/2025,NPCE,NeuroPace Announces Proposed Public Offering of $65 Million of Common Stock
2/13/2025,IFRX,InflaRx Announces Public Offering of Ordinary Shares and Pre-Funded Warrants
2/13/2025,DGLY,"Digital Ally, Inc. Announces Pricing of $15.0 Million Underwritten Public Offering"
2/13/2025,BEAT,HeartBeam Announces Pricing of $10.0 Million Underwritten Public Offering of Common Stock
2/12/2025,ATAI,atai Life Sciences Announces Proposed Public Offering of Common Shares
2/12/2025,PRZO,ParaZero Technologies Ltd. Announces $3.1 Million Registered Direct Offering
2/11/2025,IE,Ivanhoe Electric Announces Public Offering of Units
2/11/2025,LIXT,LIXTE Biotechnology Announces $1.05 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
2/11/2025,HYPR,Hyperfine Announces $6.0 Million Registered Direct Offering
2/10/2025,HLNE,Hamilton Lane Announces Public Offering of Class A Common Stock
2/10/2025,SERA,Sera Prognostics Announces Proposed Public Offering
2/10/2025,MNTS,Momentus Announces $5 Million Offering Priced At-The-Market Under Nasdaq Rules
2/10/2025,FTEL,Fitell Corporation Announces Updated Registered Direct Offering for up to $10.0 Million
2/10/2025,GDC,GD Culture Group Limited Announces At-The-Market Equity Offering Program
2/10/2025,INVZ,Innoviz Announces Pricing of $40 Million Registered Direct Offering
2/10/2025,GDC,GD Culture Group Limited Announces At-The-Market Equity Offering Program
2/10/2025,MBOT,Microbot Medical Announces $13 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules
2/7/2025,FTEL,Fitell Corporation Announces $10.0 Million Registered Direct Offering
2/7/2025,PROP,Prairie Operating Co. Announces Public Offering of Common Stock
2/6/2025,STIM,Neuronetics Announces Launch of Underwritten Public Offering of Common Stock
2/6/2025,RNXT,RenovoRx Announces Proposed Public Offering
2/6/2025,EFSI,"Eagle Financial Services, Inc. Announces Launch of Common Stock Offering"
2/6/2025,MBIO,Mustang Bio Announces Pricing of $8 Million Public Offering
2/5/2025,BLTE,Belite Bio Announces Registered Direct Offering of $15 Million
2/5/2025,CERO,CERo Therapeutics Announces $5 Million Public Offering Priced At-The-Market Under Nasdaq Rules
2/5/2025,MNR,Mach Natural Resources LP Announces Launch of Public Offering of Common Units
2/5/2025,GAIA,Gaia Announces Proposed Underwritten Offering of Common Stock
2/5/2025,SXTP,60 Degrees Pharma Announces $1.075 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
2/5/2025,VLCN,"Volcon, Inc. Announces Pricing of $12.0 Million Underwritten Public Offering"
2/4/2025,NVCT,Nuvectis Pharma Announces Proposed Public Offering of Common Stock
2/4/2025,SDA,SunCar Technology Group Announces Follow-On Public Offering
2/4/2025,AZTR,Azitra Announces Pricing of $930.0 Thousand Registered Direct Offering of Common Stock
2/4/2025,GCTK,"Glucotrack, Inc. Announces Pricing of $3.0 Million Public Offering"
2/3/2025,BCTX,BriaCell Therapeutics Announces Proposed Public Offering of Common Shares
2/3/2025,GHRS,GH Research Announces Proposed Public Offering
2/3/2025,ELUT,Elutia Announces $15.0 Million Registered Direct Offering
2/3/2025,ANVS,"Annovis Bio, Inc. Announces Pricing of $21 Million Public Offering"
1/31/2025,DHAI,DIH Announces Pricing of $4.6 Million Public Offering
1/31/2025,ICU,SeaStar Medical Announces $6 Million Registered Direct Offering Priced At-the-Market
1/30/2025,TRTN,Triton International Announces Pricing of Public Offering of Series F Preference Shares
1/30/2025,AESI,Atlas Energy Solutions Announces Commencement of Underwritten Public Offering of Common Stock
1/30/2025,SPCB,SuperCom Announces Pricing of $6.0 Million Registered Direct Offering
1/30/2025,SVRE,SaverOne Announces $1.5 Million Registered Direct Offering
1/30/2025,ELTX,Elicio Therapeutics Announces $10.0 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
1/30/2025,EVAX,Evaxion announces pricing of $10.8 million public offering
1/29/2025,IMNM,Immunome Announces Proposed Public Offering of Common Stock
1/29/2025,BFLY,Butterfly Network Announces Proposed Public Offering of Common Stock
1/29/2025,NB,NioCorp Announces Pricing of $5.0 Million Underwritten Offering Priced At-The-Market Under Nasdaq Rules
1/29/2025,SXTP,60 Degrees Pharma Announces $1.043 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
1/28/2025,WLDS,Wearable Devices Ltd. Announces Pricing of $2.5 Million Public Offering
1/28/2025,SLS,SELLAS Life Sciences Group Announces $25 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
1/28/2025,LICN,Lichen China Limited Announces $3.4 Million Registered Direct Offering
1/28/2025,VRPX,"Virpax Pharmaceuticals, Inc. Announces Pricing of $6 Million Public Offering of Common Stock and Pre-Funded Warrants"
1/28/2025,STSS,"Sharps Technology, Inc. Announces Pricing of Upsized $20.0 Million Underwritten Public Offering"
1/27/2025,ETNB,"89bio, Inc. Announces Proposed Underwritten Public Offering of Common Stock and Pre-Funded Warrants"
1/27/2025,AZ,A2Z Cust2Mate Solutions Corp. Announces Proposed Public Offering
1/27/2025,AKRO,Akero Therapeutics Announces Proposed Public Offering of Common Stock
1/27/2025,IAUX,i-80 Gold Announces Filing of Prospectus Supplement for Upsized Prospectus Offering of Common Shares
1/24/2025,SA,Seabridge Gold Announces Agreement Renewing At-The-Market Offering
1/24/2025,MGLD,"The Marygold Companies, Inc. Announces Proposed Public Offering of Common Stock"
1/24/2025,SGLY,Singularity Announces Pricing of $1.1 Million Registered Direct Offering
1/24/2025,ALUR,Allurion to Raise Approximately $7.4 Million of Gross Proceeds in Offering Priced At-the-Market
1/24/2025,UCAR,U Power Announces Pricing of $5.0 Million Registered Direct Offering
1/24/2025,SDST,Stardust Power Inc. Announces Pricing of $5.75 Million Public Offering
1/23/2025,AWP,"abrdn Global Premier Properties Fund Announces ""At-the-Market"" Equity Offering Program"
1/23/2025,ICON,ICON Energy Corp. Announces Pricing of Upsized $12.0 Million Public Offering
1/22/2025,LAKE,Lakeland Fire + Safety Announces Proposed Public Offering of Common Stock
1/22/2025,EVTL,Vertical Aerospace Announces Launch of Proposed Underwritten Public Offering
1/22/2025,USEG,U.S. Energy Corp. Announces Pricing of Underwritten Public Offering Of Common Stock
1/22/2025,HUSA,"Houston American Energy Corp. Announces $4,420,000 Registered Direct Offering."
1/22/2025,HEPA,Hepion Pharmaceuticals Announces $9.0 Million Public Offering
1/21/2025,IRON,Disc Medicine Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
1/21/2025,CBUS,"Cibus, Inc. Announces $22.6 Million Registered Direct Offering Priced Above Nasdaq’s Minimum Price in Accordance with Nasdaq Rules"
1/17/2025,FLOC,Genesis Park Joins Global Energy Capital and White Deer Energy to File for Flowco Public Offering
1/16/2025,PHIO,Phio Pharmaceuticals Announces $1.83 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
1/16/2025,WCT,Wellchange Holding Company Limited Announces Pricing of $10 Million Public Offering of its Ordinary Shares
1/15/2025,SLXN,Silexion Therapeutics Announces Pricing of $5.0 Million Public Offering
1/15/2025,GIFT,"Giftify, Inc.Announces Pricing of $600,000 Public Offering of Common Stock with No Warrants"
